child_qid	child_label	n_parents	clusters	proposed_parents	unresolved	reason
Q161658	Maharaja Parameswara @ Raja Iskandar Shah Paduka Sri Ratna Vira Vikrama di-Raja	3	[Q160051 'Maharaja Malayu II - Tribhuwanaraja (1286-1316)'] ; [Q162275 'Wan Sendari (Radin Ratna Cenderapuri)'] ; [Q171395 'Puti Reno Mandi Sari Lawik']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q162252	Abdul Qodir Abdul Rahim (Aria Teja-Bupati Tuban)	3	[Q113366 'Maulana Ishaq'] ; [Q161949 'Dewi Sekar Dadu'] ; [Q171562 'Syarifah Siti Fatimah (Puteri Cempaka Biru) bt Ali Nurul Alam']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q162256	Syarifah Siti Musallimah .	3	[Q113366 'Maulana Ishaq'] ; [Q161949 'Dewi Sekar Dadu'] ; [Q171562 'Syarifah Siti Fatimah (Puteri Cempaka Biru) bt Ali Nurul Alam']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q162346	Pangeran Tanpa Nangkil bin RM Kadawung	3	[Q162029 'R. Ayu Ratna Dumilah'] ; [Q162960 'Ratu Hadi Waskita Jawi (Roro Sari) Ratu Mas'] ; [Q163603 'Panembahan Senopati']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q162352	PA. Pringgoloyo I ? (Raden Mas Djulig)	3	[Q162029 'R. Ayu Ratna Dumilah'] ; [Q162960 'Ratu Hadi Waskita Jawi (Roro Sari) Ratu Mas'] ; [Q163603 'Panembahan Senopati']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q162368	RM. Prabu Singajiwa Kusumah (Cipajaran Tamanjaya Gobras Cibeureum)	3	[Q162051 'Ratu Kulon Cirebon Binti Sultan Cirebon (III)'] ; [Q163000 'R. Mas Jatmika'] ; [Q163426 'Sultan Agung Hanyakrakusuma, Raden Mas Rangsang']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q162465	Nyi Ageng Selo II\ Nyi Bicak (Rara Kinasih) Nyi Bicak	3	[Q162167 'Kyai Ageng Wonosobo (Raden Dukuh)'] ; [Q162169 'Nyai Ageng Ngerang (Rara Kasihan)'] ; [Q162192 'Ki Ageng Ngerang (Raden Ronggo Joyo)']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q162492	Ki Ageng Ngenis (Bagus Anis)	3	[Q162191 'Ageng Selo \ Bagus Sogom'] ; [Q162193 'Roro Kinasih Azmatkhan (Nyai Bicak)'] ; [Q162465 'Nyi Ageng Selo II\ Nyi Bicak (Rara Kinasih) Nyi Bicak']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q162527	Pnbh Ratu-1 Pgr. Emas \ Sultan Hadji (Sultan Cirebon-2) Sultan Hadji (Sultan Cirebon-2)	3	[Q162218 'Pgr. Dipati Carbon I \ Pgr. Sawarga \ Suwarga Pnb Ratu-1 Pgr. Sawarga'] ; [Q162420 'Kanjeng Ratu Ratu Gelampok'] ; [Q163093 'Person Q163093']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q162529	Pangeran Manis	3	[Q162218 'Pgr. Dipati Carbon I \ Pgr. Sawarga \ Suwarga Pnb Ratu-1 Pgr. Sawarga'] ; [Q163093 'Person Q163093'] ; [Q163095 'Wanawati Raras']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q165069	Berenice Baktriai	3	[Q165067 'Δημήτριος'] ; [Q165068 'Berenike (Syriai?; or of Bactria?)'] ; [Q165078 'Sundari Maurya Magadha']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q165397	Ptolemy Memphites	3	[Q73038 'Ptolemy VIII Physcon'] ; [Q73194 'Cleopatra II of Egypt'] ; [Q73197 'Ptolemy VI']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q165399	Ptolemy Apion King of Cyrene	3	[Q136154 'Eirene'] ; [Q73038 'Ptolemy VIII Physcon'] ; [Q73197 'Ptolemy VI']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q165403	Ptolemy X Alexander I (107-88 BC)	3	[Q73038 'Ptolemy VIII Physcon'] ; [Q73197 'Ptolemy VI'] ; [Q78719 'Cleopatra III of Egypt']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q165405	N.N.	3	[Q73038 'Ptolemy VIII Physcon'] ; [Q73197 'Ptolemy VI'] ; [Q78719 'Cleopatra III of Egypt']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q165406	Laodice .	3	[Q73038 'Ptolemy VIII Physcon'] ; [Q73197 'Ptolemy VI'] ; [Q78719 'Cleopatra III of Egypt']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q165408	Ptolemy Lathyrus Alexander Lagid .	3	[Q73038 'Ptolemy VIII Physcon'] ; [Q73197 'Ptolemy VI'] ; [Q78719 'Cleopatra III of Egypt']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q165409	Menneus .	3	[Q73038 'Ptolemy VIII Physcon'] ; [Q73197 'Ptolemy VI'] ; [Q78719 'Cleopatra III of Egypt']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q166466	Aquilin De Lyon	3	[Q154036 'Artemia'] ; [Q166406 'Artemie ...'] ; [Q166465 'Decime Rustique Des Gaules']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q1676	Tribhuwana Wijayatunggadewi	3	[Q1683 'Gayatri Rajapatni' = Q48279 'Gayatri Rajapatni'] ; [Q1684 'Raden Wijaya']	Q1683,Q1684	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q1683+Q48279: identical label 'Gayatri Rajapatni'. The two survivors are one male and one female, as a biological parent pair should be
Q168	Dikar	3	[Q149 'Crown'] ; [Q165 'Symbius'] ; [Q169 'Freyr']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q168299	Cornelia Corner	3	[Q168077 'Person Q168077'] ; [Q168079 'Giorgio Corner'] ; [Q168294 'Andriana Priuli']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q169531	BHIMA Vayuputra	3	[Q160433 'KUNTI aka PREETHA Pandu'] ; [Q160434 'PANDU Kuru'] ; [Q169533 'Vayu (Wind)']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q169532	YUDHISHTIRA Dharmaputra	3	[Q160433 'KUNTI aka PREETHA Pandu'] ; [Q160434 'PANDU Kuru'] ; [Q160673 'YAMA Dharma']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q169601	NAKULA (twin) Asviniputra	3	[Q160434 'PANDU Kuru'] ; [Q169295 'Ashvini Twin-DASRA Surya'] ; [Q169600 'MADRI']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q169602	SAHADEVA (twin) Asviniputra	3	[Q160434 'PANDU Kuru'] ; [Q169295 'Ashvini Twin-DASRA Surya'] ; [Q169600 'MADRI']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q169648	DHRITARASHTRA	3	[Q160463 'VYASA aka Krishnadvaipayana'] ; [Q160464 'VICHITRAVIRYA Shantanu'] ; [Q169647 'Ambika']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q169733	Sunaka	3	[Q169456 'Ruru'] ; [Q169732 'Pramadvara' = Q169734 'Pramadvara']	Q169456,Q169732	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q169732+Q169734: identical label 'Pramadvara'. The two survivors are one male and one female, as a biological parent pair should be
Q170135	MARUTI \ HANUMAN HANUMAN	3	[Q169722 'ANJANI Kesari'] ; [Q170134 'KESARI'] ; [Q170136 'Person Q170136']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q170352	SHATRUGHNA (twin) Dasharatha	3	[Q170564 'SUMITRA'] ; [Q170565 'KAIKEYI Dasharatha'] ; [Q2319 'DASHARATHA']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q170364	MAKARDHWAJA	3	[Q170135 'MARUTI \ HANUMAN HANUMAN'] ; [Q170363 'SUVANNAMACCHA'] ; [Q170487 'MAIYARAB Foster father of MACCHANU I']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q170563	SANTHA Rushyashringa	3	[Q171069 'ROMAPADA of Angadesha'] ; [Q2319 'DASHARATHA'] ; [Q51372 'Kausalya']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q1713	Tunggul Ametung	3	[Q153236 'Raja Kediri VIII - Sri Kamesywara (1182-1194) Placeholder surname'] ; [Q153237 '[49] Sri Kirana bint Fulan'] ; [Q48501 'Rakai Sirikan Sri Kameswara (Jayawarsa) .? Raja PANJALU']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q171350	Bong Tak Keng (King of Kauthara Champa)	3	[Q171417 'Father of Bong Tak Keng'] ; [Q171418 'Champa Princess'] ; [Q171419 'Person Q171419']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
