verdict	role	child	child_label	a	a_label	b	b_label	a_wd	b_wd	a_kind	b_kind	shared_parents	shared_spouses
DEDUPE	mother	Q75441	Hermenegildo Gutiérrez	Q75450	Elvira	Q99975	Elvira  Anzures			real	real		
DEDUPE	father	Q75495	Maria  de Rome	Q75501	Flavius Anicius Petronius Maximus	Q99627	Petronius Maximus		Q191940	real	real	Q75513	Q75498
DEDUPE	mother	Q75573	Anicius Auchenius Bassus	Q151955	Turrenia Honorata	Q154066	Pincia	Q12297063		real	real		Q75637
DEDUPE	father	Q76355	Appia Veturia Aurelia Coeciva Sabinilla	Q76580	Appius Claudius Pulcher	Q151576	Appius Claudius Pulcher		Q4781094	real	real		
DEDUPE	father	Q76475	Sergius Octavius  Laenas Paullus	Q76693	Sergius Octavius Pontianus Laenes Octavius  Pontainus	Q99659	Pontianus Sergius Octavius			real	real	Q76939,Q76945	Q76696
DEDUPE	father	Q76693	Sergius Octavius Pontianus Laenes Octavius  Pontainus	Q76930	Lucius Octavius Laenus	Q76936	Octavius Laenas			real	real		
DEDUPE	father	Q76693	Sergius Octavius Pontianus Laenes Octavius  Pontainus	Q76930	Lucius Octavius Laenus	Q76945	Lucius Octavius Laenas			real	real	Q70152	
DEDUPE	father	Q76693	Sergius Octavius Pontianus Laenes Octavius  Pontainus	Q76936	Octavius Laenas	Q76945	Lucius Octavius Laenas			real	real		Q76939
DEDUPE	father	Q77257	Julia	Q72374	Tiberius Julius Lupus	Q77485	Tiberius Julius Lupus		Q11729324	real	real		
DEDUPE	father	Q77257	Julia	Q72374	Tiberius Julius Lupus	Q77722	Tiberius Julius Lupus		Q30069228	real	real		
DEDUPE	father	Q77269	Tiberius Plautius Silvanus Aelianus	Q77497	Marcus Plautius  Silvanus	Q144088	Lucius Aelius Lamia		Q666605	real	real		
DEDUPE	mother	Q77269	Tiberius Plautius Silvanus Aelianus	Q77494	Aelia  Lamia	Q141426	Apronia		Q622129	real	real		
DEDUPE	mother	Q77791	Lucius Cassius Longinus	Q77961	Iunia  Tertia	Q153597	Sulpicia		Q111288472	real	real		Q77958
DEDUPE	father	Q78393	Appius Claudius Pulcher	Q78525	Gaius Claudius Pulcher	Q78528	Consul (143 BC) - Appius Claudius Pulcher	Q779957		real	real		Q78396
DEDUPE	father	Q78423	Lucius Cassius Longinus	Q78552	Gaius Cassius Longinus	Q151638	Lucius Cassius Longinus Ravilla		Q289392	real	real		
DEDUPE	father	Q78582	Attalus I, king of Pergamon	Q78688	Attalus	Q78691	King of Pergamon II - Eumenes I (263241 BC)			real	real		
DEDUPE	father	Q78603	Archelaus	Q74228	Perdiccas II of Macedon	Q78710	Archelaus	Q318426		real	real		
DEDUPE	mother	Q78609	Cleopatra V of Egypt	Q78716	Cleopatra Selene I of Egypt	Q136155	Berenice III		Q231688	real	real		
DEDUPE	father	Q78691	King of Pergamon II - Eumenes I (263241 BC)	Q78764	Eumenes of Pergamon	Q78770	Philetaerus		Q312452	real	real	Q78824,Q78827	
DEDUPE	mother	Q78713	Ptolemy IX Lathyros	Q73035	Cleopatra III of Egypt	Q78719	Cleopatra III of Egypt	Q40003	Q40003	real	real	Q73038,Q73194,Q73197	Q73038,Q73197
DEDUPE	father	Q78770	Philetaerus	Q78824	Attalus of Pergamon	Q136454	Attalus		Q109485735	real	real		
DEDUPE	mother	Q78770	Philetaerus	Q78827	Boa of Pergamon	Q136455	Boa		Q29166980	real	real		
DEDUPE	mother	Q79114	Epiphania	Q99508	Lucia	Q113001	NN		Q116471675	real	real		
DEDUPE	father	Q82390	Fernao  Soares de Moscoso	Q82362	Pedro  Sanches de Moscoso	Q82364	Joao  Soares de Moscoso			real	real	Q81561	
DEDUPE	father	Q85255	Mehetenweskhet	Q85265	Harsiese II	Q85271	Harsies			real	real		
DEDUPE	mother	Q85255	Mehetenweskhet	Q85267	DjedMutesankh	Q85269	Tanibi			real	real		
DEDUPE	father	Q85392	Karomat \ Karomama  Karomama ?Princess of Egypt	Q85390	Hedjkheperre Setepenre Takelot I	Q85402	Hedjkheperre Setepenamun Harsiese King of Egypt			real	real		
DEDUPE	mother	Q85392	Karomat \ Karomama  Karomama ?Princess of Egypt	Q85388	Kapes	Q85404	Wife of Hedjkheperre Setepenamun Harsiese King of Egypt			real	real		
DEDUPE	father	Q85562	Kemi	Q85586	Amenemhat III Nemare, King of Egypt (1900 BC) Pyramid builder	Q85606	Amenemhat III Nemare, King of Egypt	Q19244		real	real		
DEDUPE	father	Q85664	Mentuhotep II Nebhepetra, King of Egypt	Q85668	Inyotef III Nakhtnebtepnefer, King of Egypt	Q85678	Inyotef III Nakhtnebtepnefer, King of Egypt			real	real		
DEDUPE	father	Q86531	Mar Sutra  bat Al Palestin bat Abaye haKohen Gaon	Q86537	Musa "Rav Papa"  bar Yosef	Q90859	Musa "Rav Papa"  bar Yosef			real	real	Q86541,Q86543	
DEDUPE	father	Q86549	Yosef  son of Khamma	Q86557	Khamma  ben Nachum II	Q90954	Khamma  ben Nachum II			real	real	Q86565,Q86567	
DEDUPE	mother	Q86565	Nachum  ben Achaya	Q86575	bat Abba "Abbahu" bar Acha	Q91032	Unknown  bat Abba "Abbahu" bar Acha			real	real		Q86573
DEDUPE	mother	Q86567	Hobah  bat Rab	Q86579		Q91038	?			real	real		Q86577
DEDUPE	father	Q86577	"Rab" Abba Arika  bar Abba	Q86591	Aivu ('Akkub \ Ya'akkub)  Ya'akkub) ?bar Abba bar Sallah	Q91080	Aivu ('Akkub \ Ya'akkub)  Ya'akkub)			real	real		
DEDUPE	mother	Q86577	"Rab" Abba Arika  bar Abba	Q86593		Q91082	?			real	real		
DEDUPE	father	Q86605	Hunya  ben Nathan	Q86613	Nathan	Q91216	Nathan de Zuzita  ben Shalom			real	real	Q86623	Q86615
DEDUPE	father	Q86641	Da'ud ben Shemaya  ben Shemaya	Q86647	Shemaya	Q91426	Shemaya I  ben Shlomo			real	real		
DEDUPE	mother	Q86665	bat Hizkiya ibn Nearya	Q86677	bat Shahanya son of Obadya	Q92232	Unknown  bat Shahanya son of Obadya			real	real		Q86675
DEDUPE	father	Q86683	Hizkiya  ben Shehanya	Q86697	Shehanya (a\k\a 'Shachna')  k?a 'Shachna') ?ibn Eliab	Q92659	Shehanya (a\k\a 'Shachna')  ibn Eliab			real	real	Q86705	Q86695
DEDUPE	father	Q86820	Caliph Muhammad al-Mahdi son of  Abdallah al-Mansur	Q86826	Caliph Abd Allah al-Mansur	Q86832	Caliph Abu Ja'afar Abdallah al-Mansur ibn  Muhammad al-Kamil			real	real		
DEDUPE	father	Q86820	Caliph Muhammad al-Mahdi son of  Abdallah al-Mansur	Q86826	Caliph Abd Allah al-Mansur	Q86834	Abu Jafar al-Mansur son of Mohammad  2nd Abbasid Calif - r.754-775			real	real		
DEDUPE	father	Q86820	Caliph Muhammad al-Mahdi son of  Abdallah al-Mansur	Q86832	Caliph Abu Ja'afar Abdallah al-Mansur ibn  Muhammad al-Kamil	Q86834	Abu Jafar al-Mansur son of Mohammad  2nd Abbasid Calif - r.754-775			real	real		
DEDUPE	mother	Q86820	Caliph Muhammad al-Mahdi son of  Abdallah al-Mansur	Q86828	Arwa daughter of Mansur al-Himyari	Q86830	Shikla  (2) Zauja-e-Abdallah al-Mansur			real	real		
DEDUPE	father	Q86836	Hazrat Syed Imam Muhammad Baqer RH son of  Imam Zainal Abidin	Q86852	+ Ali Zainal Abidin -4 [Versi 1]	Q86854	Imam Ali Al-Sajjad Zain-ul-Abedin  Al Husayni			real	real		
DEDUPE	father	Q87283		Q87295		Q87300				real	real		
DEDUPE	mother	Q87283		Q87298	Wang	Q87302	隴西上邽			real	real		
DEDUPE	father	Q87322	劉	Q87314	Che  Liu	Q87344				real	real	Q87330	
DEDUPE	mother	Q87340	Elchishye Bektur	Q60233	Zhong Nu	Q87364	Zhong Nu			real	real	Q87380	
DEDUPE	mother	Q87428		Q58889	of Chao	Q87434	of Chao			real	real		Q87436
DEDUPE	mother	Q87448	Cheng Kung  of Yan	Q58290	of Tsai	Q87454	of Tsai			real	real	Q87460	
DEDUPE	father	Q87450		Q58856	贏	Q87456	贏			real	real		
DEDUPE	father	Q87460	Marquis Cheng of Cai	Q57999	申  姬姓	Q87468				real	real	Q87475	
DEDUPE	mother	Q87460	Marquis Cheng of Cai	Q58128	of Cheng	Q87466	of Cheng			real	real	Q87474	
DEDUPE	father	Q87477	Kung	Q58251	Ying	Q87485	Ying			real	real	Q87493	
DEDUPE	mother	Q87513	Kung	Q58281	of Chi	Q87523	of Chi			real	real	Q87533	Q87525
DEDUPE	father	Q87531		Q56647	‏‏‎ ‎  姬姓	Q87541				real	real		
DEDUPE	mother	Q87533	Kung	Q57987	of Eastern Chou	Q87543	of Eastern Chou			real	real	Q87559	
DEDUPE	mother	Q87535	Kung	Q57183	Ji	Q87549	Ji			real	real	Q87569	
DEDUPE	father	Q87819	Wu Xi   Ji	Q52386	Qi  Hou Ji	Q87821				real	real	Q6453,Q87823	
DEDUPE	father	Q87896	Adda (or Addoi) daughter of Bustenai	Q87872	Bustanai	Q90684	The Priest Rafa			real	real		
DEDUPE	mother	Q87906	Mar Sutra I "Guriya"  ben Mar Zutra III	Q68341	unknown  bint al-Rabi' al-Huqayq al-Nadir	Q87880	bint al-Rabi' al-Huqayq al-Nadir			real	real	Q87868,Q90729	
DEDUPE	father	Q88032	Nechemya  ben Magis	Q88006	Haninai "Magis \ Majus"  Majus" ?ben Mar Sutra II	Q90821	Haninai "Magis\Majus"  ben Mar Sutra II			real	real	Q87974,Q90819	
DEDUPE	father	Q88042	Ofni  Kohen Edeq	Q88008	Ben Yosef	Q90769	Mar Ivomai Micael  ben Hillel			real	real	Q87976,Q90767	
DEDUPE	mother	Q88144	David Avraham  ben Hazub	Q88216	Judith Bat Zemah ben Paltoi Kohen Sedeq Gaon de Pumbeditha  bat Zemah ben Paltoi Kohen Sedeq Gaon of Pumbeditha	Q90849	bat Zemah ben Paltoi Kohen Sedeq			real	real	Q88162,Q91002	Q88096
DEDUPE	mother	Q88146	Abu Zakkai "Yehudah"  ben David	Q88216	Judith Bat Zemah ben Paltoi Kohen Sedeq Gaon de Pumbeditha  bat Zemah ben Paltoi Kohen Sedeq Gaon of Pumbeditha	Q90849	bat Zemah ben Paltoi Kohen Sedeq			real	real	Q88162,Q91002	Q88096
DEDUPE	father	Q88184	Avin ben Eliyahu	Q90873	Eliyahu ben Menahem Ha-Zaken	Q99125	Eliyahu  haZaken			real	real	Q99122	
DEDUPE	father	Q88248	Yehuda ben Yosef  ibn Ezra Ibn Shaprut	Q88172	Abu Yusuf Yehuda (Hasday\Hasadya)  Hasadya) ?ben Yitzhak ben Ezra ibn Shaprut	Q90867	Hasdai ben Yitzhak ben Ezra Ibn Shaprut			real	real	Q88124	
DEDUPE	father	Q88250	Yitzhak ben Hasdai  ibn Ezra ibn Shaprut	Q88172	Abu Yusuf Yehuda (Hasday\Hasadya)  Hasadya) ?ben Yitzhak ben Ezra ibn Shaprut	Q90867	Hasdai ben Yitzhak ben Ezra Ibn Shaprut			real	real	Q88124	
DEDUPE	father	Q88318	Sa'adya  ben Mevorakh (Mubarak)	Q88266	Abu l-Hasan Ali  ben al-Shaybani al-Katib al-Maghribi al-Qayrawani Ibn Abi l-Ridjal	Q90916	Abu l-Hasan Ali  ben al-Shaybani al-Katib al-Maghribi			real	real	Q88192,Q90914	
DEDUPE	mother	Q88448	Sitt al-Muna  bat Nathan	Q88370	Sitt  bat Abu Yosef Yakob ben Amram ibn Mar Sahl al-Nag'hdilah	Q90976	Sitt  bat Abu Yosef Yakob ben Amram ibn Mar Sa			real	real	Q88310	Q88374
DEDUPE	father	Q88464	Hiyya  ben Yitzhak haSefardi, haDayyan	Q88386	Yitzhak  ben Samuel haSefardi ibn al-Kanzi, haDayyan	Q90984	Yitzhak  ben Samuel haSefardi ibn al-Kanzi, haDay			real	real	Q88320	
DEDUPE	father	Q88604	David "Ya'ish" ibn Hiyya	Q88532	Yehudah Hayy "Yahya"  ben Hiyya	Q88536	Hiyya HaNasi			real	real	Q88450,Q91062	Q88526
DEDUPE	father	Q88606	Shmuel  ben Yehudah	Q88532	Yehudah Hayy "Yahya"  ben Hiyya	Q88536	Hiyya HaNasi			real	real	Q88450,Q91062	Q88526
DEDUPE	mother	Q88630	Avraham II  ben Ezra. HaLevi	Q88650	bat Shlomo ben Masliah haKohen, Gaon of Palestine Yeshiva of Damascus	Q91112	????  bat Shlomo ben Masliah haKohen, Gaon of			real	real	Q88570	Q88550
DEDUPE	mother	Q88644	Shmuel  Abravanel	Q88566	bat Abu Ibrahim Yitzhak ben Ya'qob ibn Ezra	Q91098	unknown  bat Abu Ibrahim Yitzhak ben Ya'qob ibn E			real	real	Q88494,Q91096	Q88628
DEDUPE	mother	Q88646	????  Daughter of Isaac ibn Muhajir	Q88566	bat Abu Ibrahim Yitzhak ben Ya'qob ibn Ezra	Q91098	unknown  bat Abu Ibrahim Yitzhak ben Ya'qob ibn E			real	real	Q88494,Q91096	Q88628
DEDUPE	father	Q88707	Hayy "Hiyya" ibn Ya'ish ben David al-Daudi, NaNasi	Q88612	David ben Hayy "Hiyya" ben Yehudah Hayy ibn Yahya, HaNasi	Q88614	David "Ya'ish"ibn Hiyya			real	real	Q88536	
DEDUPE	father	Q88827	Perfet Nasi	Q88978	Vidal Avraham  de Saporta	Q91240	Don Abraham Afaquim  Beneviste			real	real		Q88741
DEDUPE	father	Q89169	0-	Q89043		Q91316	-			real	real	Q88922	
DEDUPE	father	Q89371	Gonzalo  Garcia de Santa Maria	Q89309	Tomas  Garcia de Santa Maria (Todroz Benveniste)	Q91378	Tomas  Garcia de Santa Maria (Todroz Benveniste			real	real	Q89177	Q89215
DEDUPE	father	Q89491	Alonzo  Gutierrez de La Caballeria	Q89369	Martin (Min\ Mene) "Men"  Mene) "Men" ?Gutierrez	Q91406	Martin "Men"  Gutierrez			real	real	Q89213,Q91404	Q89327
DEDUPE	father	Q89493	Gonzalo  Gutierrez de la Caballeria	Q89369	Martin (Min\ Mene) "Men"  Mene) "Men" ?Gutierrez	Q91406	Martin "Men"  Gutierrez			real	real	Q89213,Q91404	Q89327
DEDUPE	father	Q89495	Pedro  Gutierrez de la Cavalleria	Q89369	Martin (Min\ Mene) "Men"  Mene) "Men" ?Gutierrez	Q91406	Martin "Men"  Gutierrez			real	real	Q89213,Q91404	Q89327
DEDUPE	father	Q89497	Diego  Gutierrez de la Cavalleria	Q89369	Martin (Min\ Mene) "Men"  Mene) "Men" ?Gutierrez	Q91406	Martin "Men"  Gutierrez			real	real	Q89213,Q91404	Q89327
DEDUPE	father	Q89498	Rodrigo  Gutierrez	Q89369	Martin (Min\ Mene) "Men"  Mene) "Men" ?Gutierrez	Q91406	Martin "Men"  Gutierrez			real	real	Q89213,Q91404	Q89327
DEDUPE	mother	Q89540	Teresa  Rodriguez de Maluenda	Q91458	Maria	Q91460	Leonor  Rodriguez			real	real		Q89353
DEDUPE	mother	Q89570	N.  de la Cavalleria	Q91494	Isabel  de Aro	Q91496	Francisca  de Resendi			real	real		Q89373
DEDUPE	father	Q89572	N.  de la Cavalleria	Q89373	Alonso  de la Caballeria	Q89622	Fernando  de la Cavalleria			real	real		
DEDUPE	mother	Q89572	N.  de la Cavalleria	Q91496	Francisca  de Resendi	Q91692	Mari  Ximenez Moreno			real	real		
DEDUPE	father	Q89616	N.  Fernandez	Q91514	Vicente  de Bordalba	Q91518	Pedro  Fernandez			real	real		
DEDUPE	mother	Q89616	N.  Fernandez	Q89399	N.  de la Cavalleria	Q91414	N.  de la Cavalleria			real	real	Q89227	
DEDUPE	father	Q89618	N.  Fernandez	Q91514	Vicente  de Bordalba	Q91518	Pedro  Fernandez			real	real		
DEDUPE	mother	Q89618	N.  Fernandez	Q89399	N.  de la Cavalleria	Q91414	N.  de la Cavalleria			real	real	Q89227	
DEDUPE	father	Q89629	Isabel  de la Cavalleria	Q89407	Alonso  de la Cavalleria	Q89566	Alonso  de la Cavalleria			real	real		
DEDUPE	mother	Q89629	Isabel  de la Cavalleria	Q91522	Isabel  Zapata	Q91654	Brianda  Cerdan			real	real		
DEDUPE	father	Q89687	Shemtov  Saltell	Q89461	Moshe  Saltell	Q90133	Moshe  SALTELL			real	real		
DEDUPE	mother	Q89777	Lope  Perez de Maluenda	Q89544	Juana  Alvar Rodriguez Maluenda y Ruiz	Q91464	Juana  Rodriguez de Maluenda			real	real	Q89355,Q91462	
DEDUPE	mother	Q89779	Diego  Perez de Maluenda	Q89544	Juana  Alvar Rodriguez Maluenda y Ruiz	Q91464	Juana  Rodriguez de Maluenda			real	real	Q89355,Q91462	
DEDUPE	mother	Q89781	Alvar  Perez de Maluenda	Q89544	Juana  Alvar Rodriguez Maluenda y Ruiz	Q91464	Juana  Rodriguez de Maluenda			real	real	Q89355,Q91462	
DEDUPE	mother	Q89823	N.  de Maluenda	Q89570	N.  de la Cavalleria	Q89572	N.  de la Cavalleria			real	real	Q89373,Q91496	
DEDUPE	father	Q89993	Gonzalo  de Cervantes Avellaneda	Q89759	Diego  de Cervantes y Toledo	Q91574	Diego  de Cervantes y Alvarez de Toledo			real	real	Q89530,Q91572	
DEDUPE	father	Q89999	hernando  arias de Cervantes	Q89759	Diego  de Cervantes y Toledo	Q91574	Diego  de Cervantes y Alvarez de Toledo			real	real	Q89530,Q91572	
DEDUPE	father	Q90001	Luisa de Avellaneda y Cervantes	Q89759	Diego  de Cervantes y Toledo	Q91574	Diego  de Cervantes y Alvarez de Toledo			real	real	Q89530,Q91572	
DEDUPE	father	Q90031	Antonio  de la Cadena Maluenda	Q89775	Pedro Jose de Baeza  de Maluenda	Q91594	Licenciado Pedro Jose de Maluenda y Romero			real	real	Q89542,Q91592	
DEDUPE	father	Q90033	Luis  de la Cadena Maluenda	Q89775	Pedro Jose de Baeza  de Maluenda	Q91594	Licenciado Pedro Jose de Maluenda y Romero			real	real	Q89542,Q91592	
DEDUPE	father	Q90223	Clara  de Bocanegra Gutierrez Cavalleria	Q89951	Diego  Gutierrez de la Cavalleria y Flores de Guevara	Q91733	Diego  Gutierrez de la Cavalleria y Flores de G			real	real	Q89715,Q91731	
DEDUPE	father	Q90225	Juan  Gutierrez de Bocanegra	Q89951	Diego  Gutierrez de la Cavalleria y Flores de Guevara	Q91733	Diego  Gutierrez de la Cavalleria y Flores de G			real	real	Q89715,Q91731	
DEDUPE	father	Q90227	Marcos  Mexia de Bocanegera	Q89951	Diego  Gutierrez de la Cavalleria y Flores de Guevara	Q91733	Diego  Gutierrez de la Cavalleria y Flores de G			real	real	Q89715,Q91731	
DEDUPE	mother	Q90283	Creusa  Zauja Ascanius	Q90301	Hecuba  daughter of Dymas	Q90672	Hecuba  daughter of Dymas			real	real		
DEDUPE	father	Q90700	Mari ben Yakov HaKohen	Q90686	Yakov bar Chanania HaKohen	Q94052	Yakov bar Chanania HaKohen			real	real		
DEDUPE	father	Q92406	Juan  de Saavedra	Q31721	Juan  de Saavedra de guzman	Q92290	Juan  de Saavedra Guzman y Estrada			real	real	Q90209,Q92288	Q31195
DEDUPE	mother	Q94149	Ali ibn al-Husayn Zayn al-'Abidin	Q94147	Princess Shahrbanu bint Yazdegird III	Q107980	Shahrbanu		Q2995077	real	real		Q67465
DEDUPE	mother	Q94227	Abu Lahab	Q65864	Lubnah binte Hajira	Q94219	Fatima daughter of Amr al-Makhzumi			real	real		Q65008
DEDUPE	mother	Q94227	Abu Lahab	Q65864	Lubnah binte Hajira	Q107584	Lubna bint Hajar		Q27859472	real	real		Q65008
DEDUPE	mother	Q94227	Abu Lahab	Q94219	Fatima daughter of Amr al-Makhzumi	Q107584	Lubna bint Hajar		Q27859472	real	real		Q65008
DEDUPE	father	Q94363	Marwan Bin Al- Hakam  Bin Abu Al- 'As Bint Umaiyah	Q66647	ibn Abi al-'As	Q107844	Al-Hakam ibn Abi al-As		Q1169838	real	real	Q65808	
DEDUPE	mother	Q94405	Safiyyah daughter of Abd al-Muttalib	Q64909	Halah binte Wahb	Q107580	Halah bint Wuhayb		Q5641037	real	real		Q65008
DEDUPE	mother	Q94413	Hamza ibn Abd al-Muttalib	Q64909	Halah binte Wahb	Q107580	Halah bint Wuhayb		Q5641037	real	real		Q65008
DEDUPE	mother	Q94415	Abbas ibn Abd al-Muttalib	Q65948	Nutayla daughter of Janab b. Kulayb	Q107586	Nutayla bint Janab		Q492106	real	real		Q65008
DEDUPE	father	Q94559	Muhammad al-Nafs al-Zakiyya Al-Hasani	Q94303	Abdullah al-Kamil Al-Hasani	Q108291	Abd Allah al-Mahd		Q12223462	real	real		
DEDUPE	father	Q95361	Musa al-Thani Al-Hasani	Q94962	Abdullah al-Salih Al-Hasani	Q108698	Abd Allah al-Shaykh al-Salih		Q6813920	real	real		
DEDUPE	father	Q95660	Salih son of Ali	Q95157	Ali al-Sajjad Al-Abbasi	Q108028	Alí ibn Abd-Al·lah ibn al-Abbàs		Q11905211	real	real		
DEDUPE	father	Q96032	Muhammad al-Taqi	Q95512	Imaam 'Abdullah "Ahmad al-Wafi" bin Imaam Muhammad "ash-Shakir"	Q108946	Ahmad al-Wafi		Q4119465	real	real		
DEDUPE	father	Q96888	Abbasa	Q96218	Muhammad al-Mahdi Muhammad al-Mahdi	Q108742	Al-Mahdi		Q293482	real	real		
DEDUPE	father	Q97111	Ali ibn Abd Allah	Q96424	Syarif Abdullah Al-Akbar ibnu Syarif Muhammad At-Thaer	Q109087	Abd Allah		Q61310589	real	real		
DEDUPE	father	Q97336	Imaam Abdullah "Al-Mahdi Billah" bin Imaam Husain "Radi Abdullah"	Q96681	Imaam Husain "Radi Abdullah" bin Imaam Ahmad "Muhammad at-Taqi"	Q109161	Abd Allah al-Radi		Q33026	real	real	Q96032	
DEDUPE	father	Q99725	Antipater the Idumaean	Q99727	Herodes	Q144298	Antipater		Q9158150	real	real		
DEDUPE	father	Q99767	Bermudo I of Asturias	Q75462	Fruela  Duke of Cantabria	Q99785	Fruela  da Cantábria			real	real		
DEDUPE	father	Q99767	Bermudo I of Asturias	Q75462	Fruela  Duke of Cantabria	Q110842	Fruela of Cantabria		Q5869864	real	real		
DEDUPE	father	Q99767	Bermudo I of Asturias	Q99785	Fruela  da Cantábria	Q110842	Fruela of Cantabria		Q5869864	real	real	Q99815	
DEDUPE	mother	Q99797	Gatón de Bierzo	Q75456	Urraca  of Asturias	Q99795	Urraca			real	real		Q75453
DEDUPE	mother	Q99799	Ordoño I of Asturias	Q99795	Urraca	Q110408	Urraca		Q123286474	real	real		Q75453
DEDUPE	mother	Q99839	Alfonso III of Asturias	Q99833	Nuna	Q110012	Nuña		Q6047235	real	real		Q99799
DEDUPE	father	Q99899	García Íñiguez of Pamplona	Q100072	Inigo  Arista de Pamplona	Q109722	Inigo Arista		Q291877	real	real		
DEDUPE	mother	Q99899	García Íñiguez of Pamplona	Q100070	Oneca  Velazquez	Q109724	Onneca Velázquez de Pamplona		Q977147	real	real		
DEDUPE	mother	Q100308	Ordoño III of León	Q100038	Onega	Q110066	Adosinda Gutiérrez		Q12382495	real	real		Q143493
DEDUPE	father	Q100374	Galindo Aznárez II	Q100372	Aznar II  Galindez	Q109734	Aznar Galíndez II		Q1991754	real	real		
DEDUPE	mother	Q100374	Galindo Aznárez II	Q100068	Iniguez de Pamplona	Q109541	Onneca Garcés of Pamplona		Q3882681	real	real	Q99899	
DEDUPE	father	Q100427	García Fernández of Castile	Q100421	Fernan	Q109784	Fernán González of Castile		Q443034	real	real	Q100483	
DEDUPE	mother	Q100427	García Fernández of Castile	Q100084	Sancha  Sanchez de Pamplona, reina consorte de Leon	Q109563	Sancha Sánchez of Pamplona		Q2554235	real	real	Q100441,Q100443	Q99907
DEDUPE	father	Q100435	Urraca Fernández	Q100421	Fernan	Q109784	Fernán González of Castile		Q443034	real	real	Q100483	
DEDUPE	mother	Q100435	Urraca Fernández	Q100084	Sancha  Sanchez de Pamplona, reina consorte de Leon	Q109563	Sancha Sánchez of Pamplona		Q2554235	real	real	Q100441,Q100443	Q99907
DEDUPE	father	Q100441	Sancho I of Pamplona	Q100978	Garcia  Jimenez	Q109760	García Jiménez of Pamplona		Q2275620	real	real		Q100976
DEDUPE	father	Q100443	Toda of Pamplona	Q100364	Aznar  Sanchez de Larraun	Q109437	Aznar Sánchez de Larraún		Q2875189	real	real		
DEDUPE	mother	Q100443	Toda of Pamplona	Q100352	Onneca o Iniga  Fortunez de Pamplona	Q109355	Onneca Fortúnez		Q3754184	real	real		Q100758
DEDUPE	father	Q100483	Gonzalo Fernández of Castile	Q100481	Fernando  Munoz de Castrojeriz "El Negro"	Q110520	Fernando González 'the Black' of Castrosiero		Q110302249	real	real		
DEDUPE	mother	Q100483	Gonzalo Fernández of Castile	Q100120	Gutina  de Castilla	Q110522	Gontiña Muñoz		Q110302224	real	real		
DEDUPE	father	Q100912	Ava of Ribagorza	Q101591	Raimundo II  de Rivagorza	Q110422	Ramon II of Ribagorza		Q4389784	real	real		
DEDUPE	mother	Q100912	Ava of Ribagorza	Q102778	Garsenda  de Fezensac	Q110530	Garsende of Fesensac		Q21155040	real	real		
DEDUPE	father	Q100948	Sancho II of Pamplona	Q100447	Garcia I  Sanchez	Q109559	García Sánchez I of Pamplona		Q773815	real	real	Q100441,Q100443	
DEDUPE	mother	Q100948	Sancho II of Pamplona	Q100828	Andregoto  Galindez	Q109770	Andregoto Galíndez		Q1119208	real	real	Q100374	
DEDUPE	father	Q100976	Dadildis of Pallars	Q110054	Loup Donat	Q113415	Lupo  de Bigorra, IV Count of Bigorre	Q4269614		real	real		
DEDUPE	mother	Q100976	Dadildis of Pallars	Q110056	Faquilena de Roergue	Q113417	Faquilene  de Toulouse (de Rouergue)	Q27974984		real	real		
DEDUPE	father	Q101021	Fernan	Q100467	NN  Duque de Estrada	Q113501	Sancho  Bermudez			real	real		
DEDUPE	father	Q101361	Alfonso V of León	Q100661	Dordia Osorez	Q110116	Bermudo II of León		Q342520	real	real	Q100435	Q100926
DEDUPE	father	Q101722	Urraca Garces	Q100950	Garcia  Sanchez II "El Tremulo"	Q110074	García Sánchez II of Pamplona		Q358396	real	real	Q100435,Q100948	
DEDUPE	mother	Q101722	Urraca Garces	Q101718	Jimena  Fernandez de Leon	Q110482	Jimena Fernández		Q3807743	real	real	Q114318	
DEDUPE	mother	Q102377	Maria Pais de Ribeira	Q114038	Urraca  Nunez de Braganza	Q125096	Urraca Nunes I de Bragança		Q110523401	real	real		
DEDUPE	father	Q102603	Pedro Froilaz de Traba	Q104027	Bermudez	Q125050	Froila Vermúdez de Traba		Q3394919	real	real		
DEDUPE	mother	Q102603	Pedro Froilaz de Traba	Q103963	Dna. Elvira  de Faro	Q125052	Elvira Mendez de Faro		Q59348896	real	real		
DEDUPE	father	Q102772	Oliba Cabreta	Q102765	Miro II el Jove, comte de Cerdanya	Q111442	Miró II of Cerdanya		Q949640	real	real		
DEDUPE	mother	Q102772	Oliba Cabreta	Q101589	Ava, comtessa consort de Cerdanya	Q110870	Ava of Cerdanya		Q4827396	real	real		
DEDUPE	mother	Q102913	Ramon Berenguer I, Count of Barcelona	Q101679	Sancha de Castille	Q110544	Sancha Sánchez of Castile		Q9073803	real	real	Q100914	Q102909
DEDUPE	mother	Q102941	Ramiro I of Aragon	Q102939	Sancha  de Aybar	Q111547	Sancha of Aibar		Q56235827	real	real		Q143499
DEDUPE	father	Q103077	Urraca  Flores	Q105065	N  N	Q105067	Froyla  Pelaez			real	real		
DEDUPE	mother	Q103252	Soeiro  Bufinho	Q103254	Gontinha  Nunes Velho	Q118555	Maria  Soares			real	real		Q101944
