qid,english_label,english_description,label_count,description_count,wikidata_qids,wikidata_count
Q53724,Vasily Romanovich,,3,0,Q102659190,1
Q53728,Pulad,khan of the Golden Horde,16,2,Q4383551,1
Q53732,Bik Kandi Oglan,turco-mongol people,7,2,Q38963750,1
Q53736,Tughlugh Timur,Khan of the Chagatai Khanate from c.1360 to 1363,30,4,Q1194934,1
Q53740,Dulaitiemuer,Yuan dynasty person CBDB = 114660,8,1,Q45532714,1
Q53744,Buzan,khan of the Chagatai Khanate,22,1,Q2511372,1
Q53748,Bayan Qulï,Chagatai khan,19,3,Q1037547,1
Q53752,Empress Zhāodé,,3,0,Q8254207,1
Q53760,Xiaoyue Liduo,,17,1,Q8254367,1
Q53780,,,2,0,Q25417923,1
Q53784,,,1,0,Q30948629,1
Q53788,,,1,0,Q48886508,1
Q53794,Xue Huan,Tang dynasty person CBDB = 180276,8,1,Q45628006,1
Q53796,Yelv Chage,Liao dynasty person CBDB = 339683,8,2,Q16904267,1
Q53798,Xue Gui,Tang dynasty person CBDB = 180277,8,1,Q45628070,1
Q53802,Xue Yu,Tang dynasty person CBDB = 180278,8,1,Q45628132,1
Q53804,Xiao Hunian,"Queen of Qi; oldest sister of Empress Xiao, wife of Emperor Jingzong of Liao",14,2,Q99646929,1
Q53808,Lady Xiao,"older sister of Empress Xiao, wife of Emperor Jingzong of Liao",10,2,Q99650326,1
Q53822,,,2,0,Q66233159,1
Q53832,Xiao Noujin,,3,0,Q8253358,1
Q53834,Changsun Mou,Tang dynasty person CBDB = 173167,9,1,Q45530520,1
Q53838,Gao Mi,"person, CBDB = 172853",10,2,Q11672838,1
Q53842,Gao Shusheng,"person, CBDB = 172854",11,1,Q11670858,1
Q53846,Gao Mou,Tang dynasty person CBDB = 172873,9,1,Q45514085,1
Q53854,Changsun Congzhong,Tang dynasty person CBDB = 191870,8,1,Q45673508,1
Q53858,,,1,0,Q26208784,1
Q53874,Wei Qiong,"person, CBDB = 161972",8,1,Q45481902,1
Q53890,,,2,0,Q15984029,1
Q53894,,,1,0,Q83875277,1
Q53898,Wei Mou,Tang dynasty person CBDB = 181005,8,1,Q45666747,1
Q53902,Wei Mou,Tang dynasty person CBDB = 181008,8,1,Q45666908,1
Q53906,Wei Huaide,Tang dynasty person CBDB = 195777,8,1,Q45607215,1
Q53918,Wei Jin,Tang dynasty person CBDB = 142698,8,1,Q45587941,1
Q53922,Wei Caixuan,Tang dynasty person CBDB = 164332,8,1,Q45590458,1
Q53926,Wei Jibi,"person, CBDB = 157164",8,1,Q45508011,1
Q53938,Wei Yi,"person, CBDB = 164152",8,1,Q45582095,1
Q53942,Wei Youping,Tang dynasty person CBDB = 181078,8,1,Q45669668,1
Q53946,Wei Yin,Tang dynasty person CBDB = 142816,8,1,Q45594296,1
Q53950,Wei Yue,Tang dynasty person CBDB = 181015,8,1,Q45667171,1
Q53954,Wei Xin,Tang dynasty person CBDB = 181017,8,2,Q45667277,1
Q53958,Wei Jizhong,Tang dynasty person CBDB = 181022,8,1,Q45667535,1
Q53960,Yelü Fobaonu,prince of Liao Dynasty,12,2,Q16078641,1
Q53962,Wei Dan,Tang dynasty person CBDB = 181026,8,1,Q45667739,1
Q53966,Wei Mingyang,Tang dynasty person CBDB = 180980,8,1,Q45665557,1
Q53970,Wei Run,Tang dynasty person CBDB = 180987,9,1,Q45665949,1
Q53974,Wei Shi,"person, CBDB = 155327",8,1,Q45670847,1
Q53978,Li Zhen,"person, CBDB = 162510",7,1,Q45506413,1
Q53990,Yang Xiaoyi,Tang dynasty person CBDB = 172562,8,1,Q45497943,1
Q53994,Yang Zhigong,Tang dynasty person CBDB = 172563,8,1,Q45498007,1
Q53998,Yang Zhijing,Tang dynasty person CBDB = 172566,8,1,Q45498202,1
Q54002,Yang Xiaoren,Tang dynasty person CBDB = 172567,8,1,Q45498263,1
Q54006,Yang Mouzhe,Tang dynasty person CBDB = 146382,8,1,Q45508354,1
Q54022,Yang Lvyan,Tang dynasty person CBDB = 154243,8,1,Q45627984,1
Q54026,Yang Lvzhong,Tang dynasty person CBDB = 172513,8,1,Q45495498,1
Q54032,"Nikephoros Doukas Palaiologos, Sebastos",,7,1,Q110738125,1
Q54036,NN,Bef 1155 -,3,1,Q110738123,1
Q54038,Yang Yue,Tang dynasty person CBDB = 172447,8,1,Q45492614,1
Q54040,Manuele Cantacuzeno,,6,0,Q3845118,1
Q54042,Xin Mou,son-in-law of Yang Chongli,7,2,Q25926964,1
Q54046,Xin Jingcou,"grandson of Yang Chongli, descendant of Emperor Yang of Sui",7,2,Q25926993,1
Q54048,"{'language': 'en', 'value': 'Irene Komnene //'}",,1,0,Q61270574,1
Q54054,Cui Hongshou,"person, CBDB = 153041",8,1,Q45571246,1
Q54056,"{'language': 'en', 'value': 'Q11921175'}",,1,0,Q11921175,1
Q54058,Cui Hongzheng,"person, CBDB = 177915",8,1,Q45498275,1
Q54060,"{'language': 'en', 'value': 'Theodora Komnene, Duchess of Austria //'}",,1,0,Q259927,1
Q54062,Cui Hongzhou,"person, CBDB = 177916",8,1,Q45498341,1
Q54064,"{'language': 'en', 'value': 'Alexios Komnenos //'}",,1,0,Q7596674,1
Q54066,Cui Fengxian,Tang dynasty person CBDB = 177877,8,1,Q45496735,1
Q54068,"{'language': 'en', 'value': 'Q112957458'}",,1,0,Q112957458,1
Q54070,Cui Xuantai,"person, CBDB = 165712",8,1,Q45658393,1
Q54072,Theodora Palaiologina Kantakouzene,,14,1,Q24953900,1
Q54074,Cui Mou,Tang dynasty person CBDB = 177885,8,1,Q45497057,1
Q54076,Alexios Doukas Palaiologos,12th c. Byzantine nobleman,8,3,Q113366684,1
Q54078,Cui Xuanying,"person, CBDB = 154177",8,1,Q45624648,1
Q54080,Anna Doukaina Komnena,,4,2,Q113374101,1
Q54082,Cui Mou,Tang dynasty person CBDB = 177880,8,1,Q45496799,1
Q54084,Konstantinos Palaiologos,,6,2,Q113367259,1
Q54086,Yang Run,Tang dynasty person CBDB = 172435,8,1,Q45492090,1
Q54088,"{'language': 'en', 'value': 'Andronikos Doukas Angelos //'}",,1,0,Q775287,1
Q54090,Yang Wen,Tang dynasty person CBDB = 172436,8,1,Q45492154,1
Q54092,"{'language': 'en', 'value': 'Euphrosyne Kastamonitissa //'}",,1,0,Q61268576,1
Q54094,Chu Yang,Tang dynasty person CBDB = 186690,8,1,Q45685461,1
Q54099,Eudokia Angelina,Grand Princess consort of Serbia,30,11,Q1234282,1
Q54102,Li Zhan,Tang dynasty person CBDB = 143309,7,1,Q45617812,1
Q54103,Andronikos Kamateros,Byzantine prefect,20,8,Q513793,1
Q54106,Li Ji,Tang dynasty person CBDB = 143368,7,1,Q45620511,1
Q54107,? Kantakouzenos,,10,0,Q61268586,1
Q54110,Li Ying,Tang dynasty person CBDB = 143490,7,1,Q45625938,1
Q54115,Isaac Komnenos Vatatzes,byzantine aristocrat and military commander,15,6,Q22343021,1
Q54118,Yan Xuanxiu,Tang dynasty person CBDB = 180063,8,1,Q45616192,1
Q54119,Sophia Eudokia Laskarina,Princess of Nicaea,19,8,Q441564,1
Q54122,Yan Shuzi,Tang dynasty person CBDB = 180066,8,1,Q45616385,1
Q54123,Irene Laskarina,Empress Consort of Nicaea,30,11,Q269955,1
Q54126,Yan Yongzhi,Tang dynasty person CBDB = 180057,8,1,Q45615814,1
Q54127,"{'language': 'en', 'value': 'Theodora Angelina //'}",,1,0,Q291880,1
Q54130,Li Ziqin,Tang dynasty person CBDB = 188580,7,1,Q45509863,1
Q54131,Nicholas Laskaris,Byzantine junior emperor,8,5,Q22343002,1
Q54134,Li Zijian,Tang dynasty person CBDB = 188581,7,1,Q45509927,1
Q54135,Eudokia Doukaina Komnene Palaiologina Synadene,,5,1,Q114070556,1
Q54138,Li Zishun,Tang dynasty person CBDB = 188582,7,1,Q45509989,1
Q54139,Teodora Comnena Ducena Raulena Paleóloga,,4,1,Q114087507,1
Q54142,Li Zicheng,Tang dynasty person CBDB = 188583,7,1,Q45510052,1
Q54143,Radoslaw,,5,4,Q12292012,1
Q54146,Li Ziyin,Tang dynasty person CBDB = 188584,7,1,Q45510114,1
Q54147,Voysil,despot,5,2,Q11705169,1
Q54151,Stefan Dušan,emperor of Serbia 1331–1355,56,20,Q207303,1
Q54155,Dušman Nemanjić,,3,1,Q65198714,1
Q54159,Aldimir,Bulgarian despot and local lord,15,3,Q3656984,1
Q54163,Ivan Dragushin,Bulgarian lord,7,2,Q12280895,1
Q54167,Theodore Philes,Byzantine governor,15,4,Q15720837,1
Q54171,Irene Doukaina Laskarina,13th-century empress consort of Bulgaria,21,7,Q3622795,1
Q54175,"Philip of Anjou, Despot of Rhomania",,11,0,Q5858060,1
Q54178,Wu Shiping,son-in-law of Li Qiyun,6,2,Q25926180,1
Q54179,"Joan of Anjou, Queen of Armenia",Armenian queen consort,15,4,Q671582,1
Q54183,Charles of Taranto,Italian-Anjou Nobleman,18,3,Q3659977,1
Q54187,Peter of Taranto,"son of Philip I, prince of Taranto",4,3,Q103356010,1
Q54190,Wu Shiping,Tang dynasty person CBDB = 145096,8,1,Q45444435,1
Q54191,Blanche of Taranto,,5,0,Q106848177,1
Q54195,Margaret of Taranto,Peerage person ID=120055,5,1,Q75403036,1
Q54199,John I Orsini,count palatine of Cephalonia and Zakynthos,17,3,Q3556477,1
Q54203,Guy Orsini,,7,1,Q50917052,1
Q54207,Margaret Orsini,,9,1,Q50917474,1
Q54211,,,3,1,Q110254213,1
Q54215,Constantine II,King of Armenia,24,11,Q735233,1
Q54218,Li Yu,Tang dynasty person CBDB = 92920,7,1,Q45498028,1
Q54219,Isabelle de Lusignan,"daughter of Constantine II, King of Armenia, Lady of Aradippou",7,3,Q19680276,1
Q54221,Li Dan,Tang dynasty person CBDB = 188691,8,1,Q45516603,1
Q54223,Tedisio Zaccaria,,6,2,Q16331189,1
Q54225,Li Feng,Tang dynasty person CBDB = 188696,8,1,Q45516886,1
Q54227,Maria Ghizi,,8,1,Q42675365,1
Q54229,Li Qian,Tang dynasty person CBDB = 188697,7,1,Q45516950,1
Q54231,Jacqueline de la Roche,Greek noble,14,3,Q6120249,1
Q54233,Li Mou,Tang dynasty person CBDB = 188698,8,1,Q45517014,1
Q54235,Bartolomeo Zaccaria,Margrave of Bodonitsa,13,1,Q4865522,1
Q54239,Centurione I Zaccaria,Greek noble,12,3,Q5063089,1
Q54243,Vasilios Vatatzes,Byzantine nobleman and general,17,4,Q3930324,1
Q54247,NN Angelina,,3,0,Q101499975,1
Q54255,Constantine Strategopoulos,,4,1,Q111784549,1
Q54259,NN Angelos,,1,0,Q110715296,1
Q54263,NN,,2,0,Q110715298,1
Q54267,"{'language': 'en', 'value': 'Andrew II of Hungary //'}",,1,0,Q271104,1
Q54275,Black tie,Wikimedia disambiguation page,8,110,Q44045,1
Q54279,Anna Maria of Hungary,daughter of King Andrew II of Hungary and Gertrude of Merania,29,6,Q747809,1
Q54291,Coloman of Galicia-Lodomeria,Hungarian Árpád dynasty royal (1208-1241),29,10,Q317236,1
Q54295,Andrew of Hungary,politician,26,18,Q376190,1
Q54299,"Kunigunde of Brandenburg, Duchess of Slavonia",(1250-1295),13,6,Q1121941,1
Q54303,Rostislav Mikhailovich,"Duke of Macsó, from after 1247 until 1262",29,6,Q1060521,1
Q54307,Kunigunda of Halych,Queen consort of Bohemia,30,16,Q174504,1
Q54311,Gryfina of Halych,Polish queen,16,6,Q2984484,1
Q54315,Béla of Macsó,Duke of Macsó of Bosnia (1243-1272?),13,8,Q854234,1
Q54319,Michael of Bosnia,,12,1,Q6835559,1
Q54323,Anna Rostislavna of Kyiv,(1240-1290),11,4,Q12073288,1
Q54330,Henry XIII or I Duke of Bavaria,Duke of Lower Bavaria,33,14,Q61154,1
Q54334,"Otto V or III, Duke of Bavaria",Duke of Lower Bavaria and King of Hungary (1261-1312),55,27,Q57323,1
Q54338,Akbarabad,"village in Central District of Jam County, Bushehr Province, Iran",10,14,Q43524,1
Q54342,Walsh,Wikimedia disambiguation page,25,147,Q40378,1
Q54346,Agnes of Bavaria,(1254-1313),5,3,Q75290515,1
Q54350,Agnes of Bavaria,(1255-1260),5,4,Q75290518,1
Q54354,Elisabeth von Bayern,(1258-1314),5,2,Q20499225,1
Q54358,Sophie of Bavaria,(13th century),5,2,Q75290523,1
Q54362,Catherine von Bayern,Peerage person ID=7438,4,1,Q75245888,1
Q54370,Yuri Boleslavovitch,King of Rus',21,7,Q2715343,1
Q54374,Anastasia of Galicia,Peerage person ID=114665,14,2,Q21088317,1
Q54382,Bolesław the Pious,Duke of Greater Poland,28,16,Q2452949,1
Q54386,Hedwig of Kalisz,Polish noble,27,9,Q433699,1
Q54390,Elisabeth of Kalisz,Duchess consort of Legnica,17,6,Q5361596,1
Q54394,Anna Bolesławówna,,8,2,Q11686220,1
Q54398,"Suthoi, Khan of the Cumans",,4,2,Q116005831,1
Q54402,,Cuman chieftains,7,2,Q28962878,1
Q54406,"{'language': 'en', 'value': 'Mariya Kotyanovna //'}",,1,0,Q61867147,1
Q54410,NN of the Cumans,,3,0,Q115584285,1
Q54418,"{'language': 'en', 'value': 'Beatrice of Provence //'}",,1,0,Q126531,1
Q54419,Li Mou,Tang dynasty person CBDB = 188257,8,1,Q45490472,1
Q54422,"Beatrice of Sicily, Latin Empress",Empress of Latin Constantinople,26,11,Q3500560,1
Q54426,Blanche of Anjou,(1250-1269),16,6,Q3458673,1
Q54427,Lady Liu,,5,0,Q8255120,1
Q54430,Philip of Sicily,Son of King Charles I of Sicily (1255/56–1277),24,8,Q2057918,1
Q54431,Wu Junya,Tang dynasty person CBDB = 181442,8,1,Q45680845,1
Q54434,Clemence of Austria,Titular Queen of Hungary,33,12,Q771859,1
Q54435,Wu Shouguan,Tang dynasty person CBDB = 24638,9,1,Q45406557,1
Q54439,,,2,0,Q109350274,1
Q54442,Clementia of Hungary,Queen consort of France and Navarre,42,16,Q230081,1
Q54443,Wu Hongdu,Tang dynasty person CBDB = 181458,8,1,Q45681163,1
Q54446,"Beatrice of Hungary, Dauphine of Viennois",member of the Capetian House of Anjou,20,7,Q4877224,1
Q54447,Wu Zhiyuan,Tang dynasty person CBDB = 24647,7,1,Q45406571,1
Q54450,"Yolande of Aragon, Duchess of Calabria",Duchess of Calabria,26,8,Q525653,1
Q54451,Wu Renfan,Tang dynasty person CBDB = 24649,8,1,Q45406577,1
Q54454,Sancha of Majorca,Queen consort of Naples,26,11,Q774919,1
Q54455,,,1,0,Q67523828,1
Q54458,"Charles, Duke of Calabria",Italian noble,26,10,Q201737,1
Q54462,Charles d'Artois,Neapolitan nobleman and court official,8,1,Q42376712,1
Q54463,Robert de Naples,"son of Robert d'Anjou, king of Naples",4,4,Q98141322,1
Q54464,Li Mou,Tang dynasty person CBDB = 193759,8,1,Q45497877,1
Q54467,Catherine of Valois,"Princess consort of Taranto, Princess consort of Achaea, and Queen consort of Albania",30,22,Q260269,1
Q54471,"Louis, Prince of Taranto",King of Naples,25,10,Q738040,1
Q54475,"Robert, Prince of Taranto",son of Prince Philip I of Taranto and Empress Catherine II of Valois,25,15,Q878347,1
Q54479,"Philip II, Prince of Taranto","Prince of Achaea and Taranto, and titular Emperor of Constantinople",24,7,Q658100,1
Q54483,Margaret of Taranto,"Queen consort of Scotland, Princess of Taranto",9,4,Q770469,1
Q54484,Li Yin,Tang dynasty person CBDB=142085,8,1,Q45556565,1
Q54487,Marguerite de Clermont,Peerage person ID=41996,5,2,Q75290785,1
Q54488,Lu Shi,daughter of Lu Bo Qing,8,2,Q65803579,1
Q54492,Matilda of Hainaut,Princess of Achaea (1293-1331),18,5,Q287015,1
Q54496,Agnes of Périgord,Duchess consort of Durazzo,14,4,Q43476870,1
Q54500,Robert of Durazzo,Italian noble,9,4,Q3436732,1
Q54503,Cui Shi,mother of Liqu,7,2,Q65806597,1
Q54504,"Charles, Duke of Durazzo",Italian noble,18,10,Q581918,1
Q54507,Du Shi,wife of Liqu,7,2,Q65806596,1
Q54508,"Louis of Durazzo, Count of Gravina",Count of Gravina and Morrone (1324-1364),18,9,Q631524,1
Q54512,Stephen of Durazzo,,7,2,Q7610929,1
Q54528,"Margaret of Valois, Countess of Blois",French noblewoman,20,11,Q1034017,1
Q54532,"Charles II, Count of Alençon",French noble,32,10,Q1384129,1
Q54536,"Isabelle of Valois, Duchess of Brittany",(1292-1309),13,8,Q772606,1
Q54544,Alfonso IV of Aragon,"King of Aragon, Valencia, Sicily, Sardinia and Corsica",39,15,Q380088,1
Q54548,"Maria of Aragon, Lady of Cameros",Aragonese infanta,17,8,Q2635585,1
Q54551,Bayanchur Khan,Turkic ruler of the second Uyghur Khaganate,26,15,Q1799031,1
Q54552,Isabella of Aragon,Queen of Germany,30,10,Q441662,1
Q54555,Tridu Songtsen,tsenpo (emperor) of Tibetan Empire,20,3,Q2666817,1
Q54556,Peter IV of Ribagorza,1305 Barcelona - 4 Nov 1381 Pisa,17,6,Q3903970,1
Q54559,Yeshe Tsogyel,Semi-mythical female deity in Tibetan Buddhism,33,9,Q464086,1
Q54560,Violante d'Aragona,Countess Consort of Luna,16,3,Q774846,1
Q54563,Muné Tsenpo,tsenpo (emperor) of Tibetan Empire,20,6,Q2420583,1
Q54564,Blanca d'Aragó,(1302-1348),19,6,Q19998081,1
Q54567,Mutik Tsenpo,emperor of Tibet,19,2,Q1021860,1
Q54568,Constance of Aragon,(1300-1327),16,5,Q3687650,1
Q32200,,,1,0,Q106774426,1
Q32201,"Zhu Youmo, Prince Huaihui",(1610-1615); son of Taichang Emperor and Consort Kang,4,1,Q11094462,1
Q32204,,,1,0,Q11669869,1
Q32205,Princess Le An,Chinese princess of the Ming Dynasty,4,1,Q10878349,1
Q32208,,,2,2,Q11467573,1
Q32209,Zhu Huitai,Chinese princess of the Ming Dynasty,4,1,Q11094028,1
Q32212,,,1,0,Q115587383,1
Q32213,Princess Ningde,Chinese princess of the Ming Dynasty,4,1,Q10955564,1
Q32216,,,1,1,Q11376752,1
Q32217,Princess Suiping,(1611-1633),6,2,Q16260187,1
Q32220,Kyōgoku Kimune,samurai of late-Muromachi period,6,3,Q11374430,1
Q32221,Zhu Youjian,(1615 - certain 1615),5,1,Q11094465,1
Q32224,,,1,1,Q107639515,1
Q32225,Princess Daowen,(1621-1621),5,2,Q11073242,1
Q32228,Ōuchi Teruhiro,,6,1,Q11432566,1
Q32229,Daoyi,Chinese princess of the Ming dynasty,3,1,Q11073241,1
Q32232,Ōtomo Yoshisuke,,6,1,Q11433246,1
Q32233,Princess Huaishu,Chinese princess of the Ming Dynasty,4,1,Q11074314,1
Q32236,,,1,1,Q108913831,1
Q32237,Zhu Huichang,daughter of Taichang Emperor,4,1,Q11094032,1
Q32240,Iwaki Chikataka,,4,2,Q11474329,1
Q32241,Zhu Huiweng,,3,0,Q11094027,1
Q32244,,,1,1,Q106807367,1
Q32245,Zhu Huiwan,Chinese princess of the Ming Dynasty,3,1,Q11094031,1
Q32248,,,1,1,Q108302281,1
Q32249,Zhu Huiheng,,4,0,Q11094029,1
Q32252,Hōju-in,spouse of Satake Yoshishige,4,3,Q108319834,1
Q32253,Li Depin,concubine of Wanli Emperor,15,4,Q8250721,1
Q32256,,,1,2,Q11522329,1
Q32257,,,3,0,Q8250535,1
Q32260,,,3,0,Q8254632,1
Q32261,,,1,1,Q11577040,1
Q32264,,,2,0,Q8258965,1
Q32265,,,1,0,Q108321082,1
Q32268,"Zhu Yousong, Prince of Fu",Southern Ming Emperor from 1644 to 1645,25,8,Q1352743,1
Q32269,,,1,1,Q11642957,1
Q32272,,,1,1,Q11437902,1
Q32273,,,3,0,Q8250372,1
Q32276,,,1,0,Q109290193,1
Q32277,impératrice Li Qinduan,,6,1,Q8262950,1
Q32280,,,1,1,Q109290226,1
Q32281,Empress Dowager Wang,Ming Dynasty empress dowager,8,2,Q8258946,1
Q32284,,,1,0,Q108616539,1
Q32285,Empress Dowager Ma,Ming Dynasty empress dowager,7,3,Q8258935,1
Q32288,Satake Yoshinobu,daimyo,22,12,Q1071525,1
Q32289,Prince Wen of Gui,Southern Ming Dynasty people,3,2,Q11111806,1
Q32292,,,1,0,Q108616170,1
Q32293,Zhu You'ai,Southern Ming Dynasty people,4,2,Q11094469,1
Q32296,Iwaki Tsunetaka,,8,2,Q11474308,1
Q32297,"Zhu Youlang, Prince of Gui",Chinese Emperor (1623-1662),28,11,Q1326844,1
Q32300,,,1,0,Q108603897,1
Q32301,Princess Anhua,Southern Ming dynasty people,4,2,Q10946422,1
Q32304,,,1,0,Q108616341,1
Q32305,Princess Guangde,Southern Ming Dynasty people,4,2,Q16603408,1
Q32308,,,1,0,Q110889462,1
Q32309,Zhu Youzhen,,4,0,Q11094458,1
Q32312,,,1,0,Q110903937,1
Q32313,Zhu Youmu,,5,0,Q6785031,1
Q32316,,,1,1,Q109741116,1
Q32317,,,1,0,Q11094455,1
Q32320,,,2,1,Q11583234,1
Q32321,,,1,0,Q11094447,1
Q32324,,,1,0,Q118747035,1
Q32325,,,1,0,Q11094466,1
Q32328,,,1,0,Q107637255,1
Q32329,,,1,0,Q11094453,1
Q32332,Sogō Kazumasa,Samurai and daimyo of Kawachi province,14,6,Q1007730,1
Q32333,,,1,0,Q11094454,1
Q32336,Nijō Akizane,Japanese noble,13,9,Q1051724,1
Q32337,,,1,0,Q11094460,1
Q32340,Kujō Kanetaka,Japanese noble,11,4,Q3200259,1
Q32341,,,1,0,Q11094468,1
Q32344,,,2,1,Q11359196,1
Q32345,,,1,0,Q11094467,1
Q32348,,,1,1,Q110825561,1
Q32349,,,1,0,Q11094463,1
Q32352,Isshiki Yoshikiyo,daimyo of the Azuchi-Momoyama period,8,2,Q18700614,1
Q32353,,,1,0,Q11094459,1
Q32356,Matsudaira Nobushige,"[松平信重] samurai of the Nanbokucho period; lord of Matsudairagō, Mikawa province",7,2,Q11239116,1
Q32357,Nüfeng,,4,0,Q10942814,1
Q32360,,,1,0,Q111134235,1
Q32361,King Huiwen of Qin,ruler of the state of Qin,22,4,Q564282,1
Q32364,,,1,1,Q108056317,1
Q32365,Chuli Ji,member of royal family of the State of Qin,6,1,Q11121097,1
Q32368,,,1,1,Q111292371,1
Q32369,,,1,0,Q10892705,1
Q32372,,,1,1,Q108908561,1
Q32373,Ruo'ao,monarch of the state of Chu,15,2,Q855662,1
Q32376,,,2,0,Q11657643,1
Q32377,Dòu bó bǐ,,3,0,Q13360608,1
Q32380,Ōuchi Yoshinaga,Japanese samurai,15,8,Q8081787,1
Q32381,Dòu Lián,,3,1,Q13360875,1
Q32384,Ōtomo Shioichimaru,,10,0,Q497548,1
Q32385,Zhu Jiu,King of Yue state,15,2,Q15942811,1
Q32388,Ōuchi Hirosada,,7,1,Q11432523,1
Q32389,Zheng Xiu,,3,0,Q8249095,1
Q32392,,,1,0,Q109250431,1
Q32393,,,3,1,Q17032090,1
Q32396,,,1,0,Q134513363,1
Q32397,Lord Chunshen,Prime Minister of Chinese state of Chu (died 238 BC),14,4,Q10835094,1
Q32400,,,4,1,Q17219267,1
Q32401,E Jun Qi,Lord of the State of E (Warring States period),7,3,Q5324799,1
Q32404,,,1,1,Q11473065,1
Q32405,,,3,1,Q10944059,1
Q32408,,,1,1,Q11606593,1
Q32409,King Qingxiang of Chu,King of Chinese state of Chu from 298 to 263 BC,16,3,Q795870,1
Q32412,,,1,0,Q107177490,1
Q32413,U of Gojoseon,,6,0,Q27731992,1
Q32416,,,4,2,Q11456912,1
Q32417,King Xuanhui of Han,king of Han,11,2,Q3082166,1
Q32420,Yūki Harutomo,Japanese Daimyo,16,8,Q8062736,1
Q32421,King An of Zhou,Zhou Dynasty king of China from 401 to 376 BC,24,6,Q482655,1
Q32424,,1543 - certain 18 Nov 1564,4,2,Q28689514,1
Q32425,Duke Hui of Western Zhou,,4,0,Q6706725,1
Q32428,Satake Yoshihisa,,8,2,Q11383419,1
Q32429,Duke Hui of Eastern Zhou,,9,0,Q6398147,1
Q32432,,,1,1,Q106916650,1
Q32433,Duke Shēn of Chen,2Nd ruler of Chen,13,1,Q6121539,1
Q32436,,,1,0,Q106916694,1
Q32437,Duke Tai of Tian Qi,ruler of the Chinese state of Qi from 386 to 384 BC,11,1,Q1053216,1
Q32440,Mariyatsu Zenhō,person from the Sengoku period. The Mariyatsu clan (Kazusa Takeda clan),3,3,Q11583551,1
Q32444,,,1,0,Q108524175,1
Q32445,King Daoxiang of Zhao,king of Zhao,14,2,Q575298,1
Q32448,,,1,1,Q110821578,1
Q32449,,,1,0,Q11088788,1
Q32452,Isshiki Naouji,,4,1,Q11353139,1
Q32453,King Wucheng of Yan,"Chinese king, ruled 271–258 BCE",10,1,Q2031216,1
Q32456,,,1,1,Q108818849,1
Q32457,Zhu Jingfu,,4,0,Q7315182,1
Q32460,Hōjō Yasutane,samurai of the Sengoku period (1540-1616),5,3,Q18235202,1
Q32462,Zhu Yihan,,4,0,Q11094780,1
Q32464,,,1,0,Q108499782,1
Q32466,Zhu Yiza,,4,0,Q11094781,1
Q32468,Ōta Suketada,,6,1,Q603610,1
Q32470,Zhu Yihuan,,4,0,Q11094779,1
Q32472,,,2,0,Q134305594,1
Q32474,Zhu Yikuang,,8,0,Q11094778,1
Q32476,,,1,0,Q97031362,1
Q32478,,,1,0,Q11094140,1
Q32480,,,1,0,Q107157802,1
Q32482,,,1,0,Q16904453,1
Q32485,,,1,1,Q108900873,1
Q32489,Takeda Nobutaka,"[武田信孝] son of Takeda Motonobu, daimyo of Wakasa",6,2,Q17210265,1
Q32490,,,1,0,Q11094545,1
Q32493,,,1,0,Q107637401,1
Q32494,,,1,0,Q11051062,1
Q32497,Takeda Nobuzane,,7,2,Q11546097,1
Q32498,,,1,0,Q11093588,1
Q32501,Takeda Nobutaka,"[武田信高] son of Takeda Motomitsu, daimyo of Wakasa province",7,3,Q17210270,1
Q32502,,,1,0,Q11094223,1
Q32505,,,1,1,Q109319017,1
Q32506,,,1,0,Q11094979,1
Q32509,,,1,1,Q110085093,1
Q32510,,,1,0,Q11094975,1
Q32513,,,1,0,Q11474148,1
Q32514,Empress Xiaoyixiang,Ming Dynasty emperess,9,2,Q5374634,1
Q32517,,,1,0,Q110156069,1
Q32518,Zhu Qisheng,son of Zhu Yujian,6,2,Q11094425,1
Q32521,,,1,1,Q108855761,1
Q32522,,,1,0,Q11094673,1
Q32525,,,1,1,Q108957773,1
Q32526,,,1,0,Q11094837,1
Q32529,,,1,1,Q110090250,1
Q32530,Zhu Yipai,Prince of Lu of the Ming Dynasty,10,2,Q11093562,1
Q32533,,,4,0,Q110153321,1
Q32534,"Zhu Yihai, Prince of Lu",Southern Ming Emperor,17,4,Q1132871,1
Q32537,,,1,0,Q110155624,1
Q32538,Dojo,grandfather of king Taejo of Joseon ? - 1342),13,2,Q488697,1
Q32541,,,1,1,Q110157549,1
Q32542,Queen Gyeongsun,Queen Consort of Joseon,11,2,Q626466,1
Q32545,,,1,0,Q110157636,1
Q32546,Yi Cha-hŭng,prince of Joseon (1305 ~ ?),13,2,Q497438,1
Q32549,,,1,1,Q109306783,1
Q32550,Grand Prince Wanwon,posthumous prince of Joseon (1331 - 1356),5,2,Q8512743,1
Q32553,Seishi-naishinnō,,7,2,Q108954882,1
Q32554,Grand Prince Wancheon,prince of Joseon,5,2,Q8512750,1
Q32557,Son'ei-naishinnō,,4,2,Q108975686,1
Q32558,Grand Prince Wanseong,prince of Joseon (1320 ~ 1385),4,2,Q8512736,1
Q32561,Asakura Takakage,10th head of Asakura clan. daimyo of the Sengoku period. a.k.a. Sōjun,11,3,Q11068401,1
Q32562,Princess Munhye,princess of Joseon,4,2,Q12183627,1
Q32565,,,1,0,Q108146316,1
Q32566,Princess Munsuk,princess of Joseon,4,2,Q12183626,1
